asin,aspect,fear,anger,anticip,trust,surprise,positive,negative,sadness,disgust,joy
B00005LBZO,product,0.4935897435897436,0.5,0.4847222222222222,0.4145604395604396,0.2916666666666667,0.6110683760683759,0.47596153846153844,0.15384615384615385,0.0,0.30146520146520145
B00005LBZO,product_recipient,0.20555555555555552,0.33999999999999997,0.3265151515151515,0.3113636363636364,0.15595238095238098,0.436764705882353,0.4033333333333333,0.23999999999999994,0.1388888888888889,0.25
B00005LBZO,wheel,0.3333333333333333,0.0,0.0,0.5,0.0,0.8333333333333334,0.6666666666666666,0.0,0.0,0.0
B00005LBZO,time,0.0,0.25,0.6229166666666668,0.25,0.225,0.29,0.29166666666666663,0.3333333333333333,0.0,0.2333333333333333
B00005LBZO,bike,0.0,0.25,0.25,0.0,0.0,0.625,0.375,0.5,0.0,0.0
B00005LBZO,pedal,0.0,0.625,0.25,0.0,0.0,0.625,0.25,0.0,0.0,0.0
B00005LBZO,today,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5
B00005LBZO,condition,1.0,0.0,0.26666666666666666,0.2,0.2,0.26666666666666666,0.3333333333333333,0.0,0.0,0.2
B00005LBZO,year,0.25,0.3333333333333333,0.21904761904761902,0.26904761904761904,0.18333333333333335,0.3395833333333334,0.41666666666666663,0.25,0.5,0.25555555555555554
B00005LBZO,yr,0.25,0.0,0.375,0.0,0.0,0.5,0.25,0.25,0.0,0.0
B000GPLT68,product,0.19263553906411052,0.16569541569541568,0.2753663003663004,0.22470689033189037,0.20446428571428574,0.39753541912632817,0.26904761904761904,0.13217635539064113,0.1504489337822671,0.22167411441604992
B000GPLT68,product_recipient,0.17818181818181816,0.2318181818181818,0.3351010101010101,0.26406926406926406,0.209375,0.4391729797979798,0.4706439393939394,0.18333333333333335,0.1,0.2893097643097643
B000GPLT68,race car,0.5,0.0,0.24444444444444446,0.3416666666666666,0.2,0.3111111111111111,0.3333333333333333,0.0,0.0,0.3111111111111111
B000GPLT68,wheel,0.26666666666666666,0.16666666666666666,0.19714285714285712,0.23571428571428568,0.1523809523809524,0.48035714285714276,0.4133333333333333,0.26666666666666666,0.25555555555555554,0.25476190476190474
B000GPLT68,quality,0.0,0.0,0.4185714285714286,0.2519047619047619,0.17142857142857143,0.48779761904761904,0.0,0.0,0.0,0.28047619047619043
B000GPLT68,screw,0.5111111111111111,0.0,0.2833333333333333,0.31666666666666665,0.18333333333333335,0.2888888888888889,0.3666666666666667,0.3333333333333333,0.16666666666666666,0.16666666666666666
B000GPLT68,time,0.12142857142857143,0.10555555555555556,0.6592757936507936,0.1164021164021164,0.12903439153439153,0.2083829365079365,0.1197420634920635,0.08571428571428572,0.10555555555555556,0.16820436507936506
B000GPLT68,gift,0.14285714285714285,0.0,0.2367857142857143,0.07738095238095238,0.2013095238095238,0.26892857142857146,0.14285714285714285,0.09821428571428571,0.0,0.22928571428571426
B000GPLT68,plastic,0.14583333333333331,0.14583333333333331,0.14484126984126983,0.27976190476190477,0.0,0.2619047619047619,0.6041666666666666,0.125,0.125,0.20535714285714285
B000GPLT68,box,0.5,0.0,0.2,0.2,0.2,0.6,0.5,0.0,0.0,0.2
B000Q9KPB4,product,0.2349621212121212,0.20846560846560847,0.2870332792207793,0.26329693034238494,0.15401785714285712,0.4346135571745327,0.3452872884691067,0.25416666666666665,0.17519841269841271,0.24754329004329007
B000Q9KPB4,display case,0.24131000578368997,0.11744505494505494,0.13044871794871796,0.09948717948717949,0.08846153846153847,0.1794770044770045,0.2810487757856179,0.24256313861577014,0.10096153846153846,0.12040598290598291
B000Q9KPB4,quality,0.2791666666666666,0.25,0.21666666666666667,0.2805555555555555,0.2,0.36666666666666675,0.28333333333333327,0.2733333333333333,0.25,0.21666666666666667
B000Q9KPB4,model,0.2044047619047619,0.19206349206349205,0.17738095238095236,0.2693452380952381,0.0,0.5020562770562771,0.24702380952380956,0.17059523809523808,0.12142857142857143,0.21261904761904762
B000Q9KPB4,box,0.27777777777777773,0.25,0.8333333333333333,0.41666666666666663,0.0,0.625,0.29166666666666663,0.29166666666666663,0.29166666666666663,0.0
B000Q9KPB4,corner,0.28968253968253965,0.29166666666666663,0.2857142857142857,0.19642857142857142,0.0,0.6428571428571428,0.5257936507936508,0.2857142857142857,0.0,0.14285714285714285
B000Q9KPB4,money,0.07326007326007326,0.10775771847200419,0.16364468864468867,0.1281658817373103,0.11796180010465725,0.11796180010465725,0.1682967032967033,0.07326007326007326,0.11119505494505495,0.11796180010465725
B000Q9KPB4,price,0.25,0.0,0.225,0.2,0.2,0.7333333333333334,0.25,0.25,0.0,0.2
B000Q9KPB4,time,0.12179487179487179,0.11452991452991453,0.5128612128612129,0.11565934065934066,0.10659340659340659,0.24967032967032968,0.2267399267399267,0.07692307692307693,0.08846153846153847,0.15137362637362636
B000Q9KPB4,product_recipient,0.09090909090909091,0.0,0.17676767676767677,0.18181818181818182,0.09090909090909091,0.34848484848484845,0.09090909090909091,0.16666666666666666,0.16666666666666666,0.22727272727272727
B002AKKO6S,product_recipient,0.15178571428571427,0.07142857142857142,0.1995535714285714,0.16712962962962963,0.15863095238095237,0.4319940476190477,0.2678571428571429,0.12797619047619047,0.07142857142857142,0.2706018518518518
B002AKKO6S,string,0.2875,0.24772727272727274,0.19818181818181818,0.19636363636363635,0.175,0.4163636363636364,0.4219008264462811,0.18522727272727274,0.0,0.19818181818181818
